rule_index,direction,offset,multiplier,intercept,centered_score,matches,incorrect,matrix_total
1835,-1,1,13,11,1436,28033,659343,447092
1836,-1,1,13,12,1102,26582,660794,424210
1837,-1,1,13,13,793,30400,656976,485607
1838,-1,1,13,14,-940,27015,660361,433180
1839,-1,1,13,15,163,31728,655648,507485
1840,-1,1,13,16,1517,25301,662075,403299
1841,-1,1,13,17,-2921,30400,656976,489321
1842,-1,1,13,18,-319,28686,658690,459295
1843,-1,1,13,19,-678,29831,657545,477974
1844,-1,1,13,20,2273,26258,661118,417855
1845,-1,1,13,21,-486,30537,656839,489078
1846,-1,1,13,22,1946,28120,659256,447974
1847,-1,1,13,23,-3502,30628,656748,493550
1848,-1,1,17,0,73,26508,660868,424055
1849,-1,1,17,1,-292,30142,657234,482564
1850,-1,1,17,2,2441,26798,660578,426327
1851,-1,1,17,3,-965,28071,659305,450101
1852,-1,1,17,4,992,26175,661201,417808
1853,-1,1,17,5,-53,31913,655463,510661
1854,-1,1,17,6,-2873,29232,658144,470585
1855,-1,1,17,7,-1702,29314,658062,470726
1856,-1,1,17,8,-1205,24672,662704,395957
1857,-1,1,17,9,-54,31726,655650,507670
1858,-1,1,17,10,3362,26642,660734,422910
1859,-1,1,17,11,-3054,30306,657070,487950
1860,-1,1,17,12,779,25825,661551,412421
1861,-1,1,17,13,1072,32209,655167,514272
1862,-1,1,17,14,3471,27358,660018,434257
1863,-1,1,17,15,690,31363,656013,501118
1864,-1,1,17,16,5439,25858,661518,408289
1865,-1,1,17,17,498,31622,655754,505454
1866,-1,1,17,18,-475,25900,661476,414875
1867,-1,1,17,19,-4379,29497,657879,476331
1868,-1,1,17,20,663,28358,659018,453065
1869,-1,1,17,21,-5505,31154,656222,503969
1870,-1,1,17,22,-1557,27841,659535,447013
1871,-1,1,17,23,2634,28892,658484,459638
1872,-1,1,19,0,-808,25769,661607,413112
1873,-1,1,19,1,-2131,29957,657419,481443
1874,-1,1,19,2,2963,30041,657335,477693
1875,-1,1,19,3,-3525,30154,657222,485989
1876,-1,1,19,4,2556,24779,662597,393908
1877,-1,1,19,5,1450,29549,657827,471334
1878,-1,1,19,6,1677,27141,660235,432579
1879,-1,1,19,7,-1669,29373,658003,471637
1880,-1,1,19,8,584,26120,661256,417336
1881,-1,1,19,9,-529,29211,658165,467905
1882,-1,1,19,10,3503,27744,659632,440401
1883,-1,1,19,11,-6694,30898,656478,501062
1884,-1,1,19,12,-2498,25974,661402,418082
1885,-1,1,19,13,-2916,30401,656975,489332
1886,-1,1,19,14,-93,25771,661605,412429
1887,-1,1,19,15,4124,32519,654857,516180
1888,-1,1,19,16,-925,26271,661105,421261
1889,-1,1,19,17,-111,30366,657010,485967
1890,-1,1,19,18,1833,28615,658761,456007
1891,-1,1,19,19,1217,31569,655807,503887
1892,-1,1,19,20,1693,25643,661733,408595
1893,-1,1,19,21,-1286,30753,656623,493334
1894,-1,1,19,22,625,27299,660077,436159
1895,-1,1,19,23,960,31459,655917,502384
1896,-1,1,23,0,-5369,26558,660818,430297
1897,-1,1,23,1,-1753,30481,656895,489449
1898,-1,1,23,2,-929,27025,660351,433329
1899,-1,1,23,3,407,30232,657144,483305
1900,-1,1,23,4,2302,27140,660236,431938
1901,-1,1,23,5,2404,31945,655431,508716
1902,-1,1,23,6,1338,28371,659005,452598
1903,-1,1,23,7,-889,29253,658123,468937
1904,-1,1,23,8,264,24435,662941,390696
1905,-1,1,23,9,-2633,30231,657145,486329
1906,-1,1,23,10,1879,27470,659906,437641
1907,-1,1,23,11,-2681,33427,653949,537513
1908,-1,1,23,12,1281,24619,662757,392623
1909,-1,1,23,13,-2714,29474,657902,474298
1910,-1,1,23,14,6207,28711,658665,453169
1911,-1,1,23,15,-2896,31358,656018,504624
1912,-1,1,23,16,2296,24789,662587,394328
1913,-1,1,23,17,-115,27613,659763,441923
1914,-1,1,23,18,254,27917,659459,446418
1915,-1,1,23,19,55,31954,655422,511209
1916,-1,1,23,20,-172,27015,660361,432412
1917,-1,1,23,21,-712,30493,656883,488600
1918,-1,1,23,22,1759,27117,660259,432113
1919,-1,1,23,23,417,29748,657628,475551
1920,-1,2,1,0,2303,25503,661873,405745
1921,-1,2,1,1,1322,30855,656521,492358
1922,-1,2,1,2,3825,26375,661001,418175
1923,-1,2,1,3,-186,31542,655834,504858
1924,-1,2,1,4,275,25830,661546,413005
1925,-1,2,1,5,225,31055,656321,496655
1926,-1,2,1,6,-1287,27038,660338,433895
1927,-1,2,1,7,-1021,31285,656091,501581
1928,-1,2,1,8,-2858,26318,661058,423946
1929,-1,2,1,9,2252,30235,657141,481508
1930,-1,2,1,10,833,25680,661696,410047
1931,-1,2,1,11,3457,29128,658248,462591
1932,-1,2,1,12,-4120,27711,659665,447496
1933,-1,2,1,13,-1513,31701,655675,508729
1934,-1,2,1,14,1502,28000,659376,446498
1935,-1,2,1,15,-1551,28258,659118,453679
1936,-1,2,1,16,-3176,24968,662408,402664
1937,-1,2,1,17,-7281,32229,655147,522945
1938,-1,2,1,18,3908,27523,659853,436460
1939,-1,2,1,19,867,27813,659563,444141
1940,-1,2,1,20,-114,26519,660857,424418
1941,-1,2,1,21,-366,32699,654677,523550
1942,-1,2,1,22,1539,29382,657994,468573
1943,-1,2,1,23,1165,29729,657647,474499
1944,-1,2,5,0,2196,26212,661164,417196
1945,-1,2,5,1,-2007,31343,656033,503495
1946,-1,2,5,2,-1894,27312,660064,438886
1947,-1,2,5,3,-1171,29143,658233,467459
1948,-1,2,5,4,-4050,25408,661968,410578
1949,-1,2,5,5,-8,31785,655591,508568
1950,-1,2,5,6,1163,28946,658430,461973
1951,-1,2,5,7,2797,30936,656440,492179
1952,-1,2,5,8,-1049,26624,660752,427033
1953,-1,2,5,9,2268,31823,655553,506900
1954,-1,2,5,10,3888,29106,658270,461808
1955,-1,2,5,11,287,28414,658962,454337
1956,-1,2,5,12,-4953,26039,661337,421577
1957,-1,2,5,13,-1033,30764,656612,493257
1958,-1,2,5,14,1901,26379,660997,420163
1959,-1,2,5,15,5533,30533,656843,482995
1960,-1,2,5,16,1945,26231,661145,417751
1961,-1,2,5,17,-1037,31633,655743,507165
1962,-1,2,5,18,6126,26830,660546,423154
1963,-1,2,5,19,-474,28243,659133,452362
1964,-1,2,5,20,-1779,26335,661041,423139
1965,-1,2,5,21,-3544,31426,655950,506360
1966,-1,2,5,22,-864,25425,661951,407664
1967,-1,2,5,23,-4241,30486,656890,492017
1968,-1,2,7,0,-4481,23411,663965,379057
1969,-1,2,7,1,-1542,30179,657197,484406
1970,-1,2,7,2,769,27578,659798,440479
1971,-1,2,7,3,2210,33173,654203,528558
1972,-1,2,7,4,-2136,24507,662869,394248
1973,-1,2,7,5,1038,30549,656827,487746
1974,-1,2,7,6,1744,28348,659028,451824
1975,-1,2,7,7,1707,30417,656959,484965
1976,-1,2,7,8,-75,25876,661500,414091
1977,-1,2,7,9,-3503,28894,658482,465807
1978,-1,2,7,10,-1323,27307,660069,438235
1979,-1,2,7,11,-2782,31631,655745,508878
1980,-1,2,7,12,-1705,28301,659075,454521
1981,-1,2,7,13,-80,30347,657029,485632
1982,-1,2,7,14,1965,28210,659166,449395
1983,-1,2,7,15,1400,29604,657772,472264
1984,-1,2,7,16,3796,26662,660714,422796
1985,-1,2,7,17,3779,29345,658031,465741
1986,-1,2,7,18,5246,27715,659661,438194
1987,-1,2,7,19,-430,30711,656665,491806
1988,-1,2,7,20,-304,25548,661828,409072
1989,-1,2,7,21,42,31063,656313,496966
1990,-1,2,7,22,-866,27384,659992,439010
1991,-1,2,7,23,-4469,30616,656760,494325
1992,-1,2,11,0,-1071,26801,660575,429887
1993,-1,2,11,1,1219,28718,658658,458269
1994,-1,2,11,2,-1625,28295,659081,454345
1995,-1,2,11,3,-871,32591,654785,522327
1996,-1,2,11,4,-1089,26035,661341,417649
1997,-1,2,11,5,-793,29099,658277,466377
1998,-1,2,11,6,6832,27497,659879,433120
1999,-1,2,11,7,-1255,31436,655940,504231
2000,-1,2,11,8,2057,25948,661428,413111
2001,-1,2,11,9,1849,30876,656500,492167
2002,-1,2,11,10,1940,28462,658914,453452
2003,-1,2,11,11,1112,31103,656273,496536
2004,-1,2,11,12,-239,24630,662746,394319
2005,-1,2,11,13,2711,31683,655693,504217
2006,-1,2,11,14,120,27002,660374,431912
2007,-1,2,11,15,1938,29288,658088,466670
2008,-1,2,11,16,-1190,25486,661890,408966
2009,-1,2,11,17,-5422,29831,657545,482718
2010,-1,2,11,18,-990,29099,658277,466574
2011,-1,2,11,19,-3392,29449,657927,474576
2012,-1,2,11,20,-3373,25405,661971,409853
2013,-1,2,11,21,170,30170,657206,482550
2014,-1,2,11,22,1258,26187,661189,417734
2015,-1,2,11,23,104,32285,655091,516456
2016,-1,2,13,0,3933,26984,660392,427811
2017,-1,2,13,1,-204,32114,655262,514028
2018,-1,2,13,2,5232,27387,659989,432960
2019,-1,2,13,3,-2151,28088,659288,451559
2020,-1,2,13,4,-1472,25620,661756,411392
2021,-1,2,13,5,-2984,33031,654345,531480
2022,-1,2,13,6,3234,25825,661551,409966
2023,-1,2,13,7,-76,29278,658098,468524
2024,-1,2,13,8,588,26905,660471,429892
2025,-1,2,13,9,3500,32432,654944,515412
2026,-1,2,13,10,3501,27125,660251,430499
2027,-1,2,13,11,871,27892,659484,445401
2028,-1,2,13,12,-5750,26230,661146,425430
2029,-1,2,13,13,13,30442,656934,487059
2030,-1,2,13,14,95,26988,660388,431713
2031,-1,2,13,15,414,31712,655664,506978
2032,-1,2,13,16,-1429,25178,662198,404277
2033,-1,2,13,17,-4072,30253,657123,488120
2034,-1,2,13,18,-613,28736,658640,460389
2035,-1,2,13,19,-78,29820,657556,477198
2036,-1,2,13,20,-3560,25932,661444,418472
2037,-1,2,13,21,-1614,30502,656874,489646
2038,-1,2,13,22,-1129,27937,659439,448121
2039,-1,2,13,23,3751,30965,656411,491689
2040,-1,2,17,0,-1866,26433,660943,424794
2041,-1,2,17,1,-1846,30055,657321,482726
2042,-1,2,17,2,2619,26834,660542,426725
2043,-1,2,17,3,4746,28389,658987,449478
2044,-1,2,17,4,-1586,26025,661351,417986
2045,-1,2,17,5,-1892,31740,655636,509732
2046,-1,2,17,6,2162,29483,657893,469566
2047,-1,2,17,7,-768,29254,658122,468832
2048,-1,2,17,8,-1346,24742,662634,397218
2049,-1,2,17,9,-2708,31586,655790,508084
2050,-1,2,17,10,820,26451,660925,422396
2051,-1,2,17,11,-3699,30169,657207,486403
2052,-1,2,17,12,-891,25818,661558,413979
2053,-1,2,17,13,-1194,32052,655324,514026
2054,-1,2,17,14,-2612,26857,660519,432324
2055,-1,2,17,15,-384,31287,656089,500976
2056,-1,2,17,16,-519,25614,661762,410343
2057,-1,2,17,17,847,31678,655698,506001
2058,-1,2,17,18,5127,26293,661083,415561
2059,-1,2,17,19,3091,29925,657451,475709
2060,-1,2,17,20,-1482,28217,659159,452954
2061,-1,2,17,21,1432,31663,655713,505176
2062,-1,2,17,22,2204,28080,659296,447076
2063,-1,2,17,23,-255,28731,658645,459951
2064,-1,2,19,0,-3854,25636,661740,414030
2065,-1,2,19,1,-2295,29892,657484,480567
2066,-1,2,19,2,-3385,29561,657815,476361
2067,-1,2,19,3,3476,30562,656814,485516
2068,-1,2,19,4,-3814,24452,662924,395046
2069,-1,2,19,5,2326,29489,657887,469498
2070,-1,2,19,6,4404,27313,660063,432604
2071,-1,2,19,7,1735,29558,657818,471193
2072,-1,2,19,8,-1824,25882,661494,415936
2073,-1,2,19,9,-2550,29128,658248,468598
2074,-1,2,19,10,124,27545,659831,440596
2075,-1,2,19,11,-6169,31011,656365,502345
2076,-1,2,19,12,-2332,26076,661300,419548
2077,-1,2,19,13,673,30634,656742,489471
2078,-1,2,19,14,6119,26227,661149,413513
2079,-1,2,19,15,134,32215,655161,515306
2080,-1,2,19,16,5474,26717,660659,421998
2081,-1,2,19,17,2491,30405,656971,483989
2082,-1,2,19,18,2586,28750,658626,457414
2083,-1,2,19,19,-458,31570,655806,505578
2084,-1,2,19,20,1445,25542,661834,407227
2085,-1,2,19,21,-911,30829,656547,494175
2086,-1,2,19,22,-2313,27146,660230,436649
2087,-1,2,19,23,-1082,31236,656140,500858
2088,-1,2,23,0,1650,27002,660374,430382
2089,-1,2,23,1,1954,30632,656744,488158
2090,-1,2,23,2,-328,26997,660379,432280
2091,-1,2,23,3,19,30218,657158,483469
2092,-1,2,23,4,-1401,26886,660490,431577
2093,-1,2,23,5,-2989,31518,655858,507277
2094,-1,2,23,6,4546,28572,658804,452606
2095,-1,2,23,7,-4386,29008,658368,468514
2096,-1,2,23,8,-1532,24312,663064,390524
2097,-1,2,23,9,6,30374,657002,485978
2098,-1,2,23,10,3724,27579,659797,437540
2099,-1,2,23,11,-760,33420,653956,535480
2100,-1,2,23,12,-2960,24429,662947,393824
2101,-1,2,23,13,1976,29769,657607,474328
2102,-1,2,23,14,-1177,28300,659076,453977
2103,-1,2,23,15,1048,31661,655715,505528
2104,-1,2,23,16,-878,24635,662741,395038
2105,-1,2,23,17,-3226,27412,659964,441818
2106,-1,2,23,18,1296,28024,659352,447088
2107,-1,2,23,19,-261,31877,655499,510293
2108,-1,2,23,20,216,27041,660335,432440
2109,-1,2,23,21,2013,30672,656704,488739
2110,-1,2,23,22,-526,27070,660306,433646
2111,-1,2,23,23,1976,29968,657408,477512
2112,-1,3,1,0,-354,25241,662135,404210
2113,-1,3,1,1,-3611,30605,656771,493291
2114,-1,3,1,2,-714,26099,661277,418298
2115,-1,3,1,3,-3469,31300,656076,504269
2116,-1,3,1,4,5601,26104,661272,412063
2117,-1,3,1,5,1998,31311,656065,498978
2118,-1,3,1,6,-305,27142,660234,434577
2119,-1,3,1,7,1248,31554,655822,503616
2120,-1,3,1,8,-3197,26233,661143,422925
2121,-1,3,1,9,-4854,29826,657550,482070
2122,-1,3,1,10,-3170,25410,661966,409730
2123,-1,3,1,11,602,28997,658379,463350
2124,-1,3,1,12,2991,28161,659215,447585
2125,-1,3,1,13,1005,31779,655597,507459
2126,-1,3,1,14,-380,27972,659404,447932
2127,-1,3,1,15,545,28392,658984,453727
2128,-1,3,1,16,-3625,24837,662539,401017
2129,-1,3,1,17,1414,32748,654628,522554
2130,-1,3,1,18,4237,27467,659909,435235
2131,-1,3,1,19,806,27774,659602,443578
2132,-1,3,1,20,848,26573,660803,424320
2133,-1,3,1,21,672,32913,654463,525936
2134,-1,3,1,22,-1056,29159,658217,467600
2135,-1,3,1,23,2768,29779,657597,473696
2136,-1,3,5,0,-63,25885,661491,414223
2137,-1,3,5,1,709,31637,655739,505483
2138,-1,3,5,2,4241,27780,659596,440239
2139,-1,3,5,3,1410,29434,657942,469534
2140,-1,3,5,4,-2595,25409,661967,409139
2141,-1,3,5,5,1889,31942,655434,509183
2142,-1,3,5,6,4088,29105,658271,461592
2143,-1,3,5,7,2345,30832,656544,490967
2144,-1,3,5,8,1473,26857,660519,428239
2145,-1,3,5,9,-2208,31533,655843,506736
2146,-1,3,5,10,-3451,28618,658758,461339
2147,-1,3,5,11,1274,28446,658930,453862
2148,-1,3,5,12,-1887,26205,661171,421167
2149,-1,3,5,13,816,30876,656500,493200
2150,-1,3,5,14,-5769,25931,661445,420665
2151,-1,3,5,15,-2648,30020,657356,482968
2152,-1,3,5,16,2627,26169,661207,416077
2153,-1,3,5,17,-2683,31607,655769,508395
2154,-1,3,5,18,-156,26352,661024,421788
2155,-1,3,5,19,-1064,28209,659167,452408
2156,-1,3,5,20,2709,26624,660752,423275
2157,-1,3,5,21,-1899,31587,655789,507291
2158,-1,3,5,22,-341,25463,661913,407749
2159,-1,3,5,23,1183,30855,656521,492497
2160,-1,3,7,0,1893,23800,663576,378907
2161,-1,3,7,1,-1921,30200,657176,485121
2162,-1,3,7,2,366,27552,659824,440466
2163,-1,3,7,3,-2005,32986,654390,529781
2164,-1,3,7,4,345,24611,662765,393431
2165,-1,3,7,5,1255,30601,656775,488361
2166,-1,3,7,6,645,28173,659203,450123
2167,-1,3,7,7,-2299,30177,657199,485131
2168,-1,3,7,8,-1553,25783,661593,414081
2169,-1,3,7,9,1513,29195,658181,465607
2170,-1,3,7,10,-33,27350,660026,437633
2171,-1,3,7,11,1729,32070,655306,511391
2172,-1,3,7,12,1516,28447,658929,453636
2173,-1,3,7,13,500,30349,657027,485084
2174,-1,3,7,14,-2523,27873,659503,448491
2175,-1,3,7,15,-2844,29501,657875,474860
2176,-1,3,7,16,-3300,26127,661249,421332
2177,-1,3,7,17,2183,29260,658116,465977
2178,-1,3,7,18,2515,27591,659785,438941
2179,-1,3,7,19,3168,30986,656390,492608
2180,-1,3,7,20,267,25669,661707,410437
2181,-1,3,7,21,-3770,30749,656627,495754
2182,-1,3,7,22,738,27422,659954,438014
2183,-1,3,7,23,1615,30904,656472,492849
2184,-1,3,11,0,-11,26845,660531,429531
2185,-1,3,11,1,1940,28645,658731,456380
2186,-1,3,11,2,-2802,28249,659127,454786
2187,-1,3,11,3,-1308,32603,654773,522956
2188,-1,3,11,4,-1486,26007,661369,417598
2189,-1,3,11,5,-648,29150,658226,467048
2190,-1,3,11,6,-2714,26829,660547,431978
2191,-1,3,11,7,930,31665,655711,505710
2192,-1,3,11,8,449,25857,661519,413263
2193,-1,3,11,9,-5241,30526,656850,493657
2194,-1,3,11,10,-1315,28209,659167,452659
2195,-1,3,11,11,1535,31186,656190,497441
2196,-1,3,11,12,4539,24750,662626,391461
2197,-1,3,11,13,500,31555,655821,504380
2198,-1,3,11,14,5401,27370,660006,432519
2199,-1,3,11,15,296,29231,658145,467400
2200,-1,3,11,16,-3929,25262,662114,408121
2201,-1,3,11,17,2301,30264,657112,481923
2202,-1,3,11,18,168,29123,658253,465800
2203,-1,3,11,19,-564,29689,657687,475588
2204,-1,3,11,20,-394,25716,661660,411850
2205,-1,3,11,21,908,30214,657162,482516
2206,-1,3,11,22,2970,26181,661195,415926
2207,-1,3,11,23,-1525,32250,655126,517525
2208,-1,3,13,0,2496,26826,660550,426720
2209,-1,3,13,1,-1498,31973,655403,513066
2210,-1,3,13,2,-3793,26887,660489,433985
2211,-1,3,13,3,-1501,28157,659219,452013
2212,-1,3,13,4,494,25663,661713,410114
2213,-1,3,13,5,2145,33351,654025,531471
2214,-1,3,13,6,503,25714,661662,410921
2215,-1,3,13,7,1404,29391,657985,468852
2216,-1,3,13,8,59,26807,660569,428853
2217,-1,3,13,9,-3951,32096,655280,517487
2218,-1,3,13,10,998,26968,660408,430490
2219,-1,3,13,11,2471,27995,659381,445449
2220,-1,3,13,12,141,26576,660800,425075
2221,-1,3,13,13,-1108,30411,656965,487684
2222,-1,3,13,14,2699,27184,660192,432245
2223,-1,3,13,15,-1423,31535,655841,505983
2224,-1,3,13,16,1482,25278,662098,402966
2225,-1,3,13,17,1267,30708,656668,490061
2226,-1,3,13,18,3429,28895,658481,458891
2227,-1,3,13,19,650,29937,657439,478342
2228,-1,3,13,20,-2408,25999,661377,418392
2229,-1,3,13,21,-231,30643,656733,490519
2230,-1,3,13,22,-5224,27601,659775,446840
2231,-1,3,13,23,899,30781,656595,491597
2232,-1,3,17,0,-2930,26247,661129,422882
2233,-1,3,17,1,-1511,30059,657317,482455
2234,-1,3,17,2,-341,26652,660724,426773
2235,-1,3,17,3,-1339,28069,659307,450443
2236,-1,3,17,4,2390,26237,661139,417402
2237,-1,3,17,5,1981,32049,655327,510803
2238,-1,3,17,6,3281,29546,657830,469455
2239,-1,3,17,7,1300,29437,657939,469692
2240,-1,3,17,8,-1888,24723,662653,397456
2241,-1,3,17,9,-2765,31620,655756,508685
2242,-1,3,17,10,43,26413,660963,422565
2243,-1,3,17,11,-703,30398,656978,487071
2244,-1,3,17,12,980,25843,661533,412508
2245,-1,3,17,13,3036,32454,654922,516228
2246,-1,3,17,14,-1187,27059,660317,434131
2247,-1,3,17,15,101,31385,655991,502059
2248,-1,3,17,16,-2358,25341,662035,407814
2249,-1,3,17,17,-2775,31500,655876,506775
2250,-1,3,17,18,651,25911,661465,413925
2251,-1,3,17,19,-19,29604,657772,473683
2252,-1,3,17,20,6070,28758,658618,454058
2253,-1,3,17,21,-1342,31500,655876,505342
2254,-1,3,17,22,-3835,27668,659708,446523
2255,-1,3,17,23,3160,28903,658473,459288
2256,-1,3,19,0,-853,25802,661574,413685
2257,-1,3,19,1,-787,29981,657395,480483
2258,-1,3,19,2,-2606,29604,657772,476270
2259,-1,3,19,3,-2176,30410,656966,488736
2260,-1,3,19,4,393,24605,662771,393287
2261,-1,3,19,5,1122,29467,657909,470350
2262,-1,3,19,6,2073,27154,660222,432391
2263,-1,3,19,7,3394,29755,657621,472686
2264,-1,3,19,8,710,26029,661347,415754
2265,-1,3,19,9,-2529,29060,658316,467489
2266,-1,3,19,10,-2430,27367,660009,440302
2267,-1,3,19,11,4364,31660,655716,502196
2268,-1,3,19,12,4262,26445,660931,418858
2269,-1,3,19,13,-634,30568,656808,489722
2270,-1,3,19,14,449,25821,661555,412687
2271,-1,3,19,15,-2673,32077,655299,515905
2272,-1,3,19,16,-3348,26133,661243,421476
2273,-1,3,19,17,2316,30394,656982,483988
2274,-1,3,19,18,1087,28610,658766,456673
2275,-1,3,19,19,-2525,31408,655968,505053
2276,-1,3,19,20,-1996,25423,661953,408764
2277,-1,3,19,21,272,30884,656492,493872
2278,-1,3,19,22,3135,27405,659971,435345
2279,-1,3,19,23,-1020,31314,656062,502044
2280,-1,3,23,0,114,26784,660592,428430
2281,-1,3,23,1,1393,30592,656784,488079
2282,-1,3,23,2,1729,27211,660165,433647
2283,-1,3,23,3,2885,30506,656870,485211
2284,-1,3,23,4,-1960,26818,660558,431048
2285,-1,3,23,5,1073,31746,655630,506863
2286,-1,3,23,6,-2959,28033,659343,451487
2287,-1,3,23,7,-1390,29287,658089,469982
2288,-1,3,23,8,381,24475,662901,391219
2289,-1,3,23,9,-198,30395,656981,486518
2290,-1,3,23,10,706,27363,660013,437102
2291,-1,3,23,11,-1749,33469,653907,537253
2292,-1,3,23,12,4414,24811,662565,392562
2293,-1,3,23,13,1047,29608,657768,472681
2294,-1,3,23,14,870,28408,658968,453658
2295,-1,3,23,15,-3897,31328,656048,505145
2296,-1,3,23,16,-3455,24451,662925,394671
2297,-1,3,23,17,580,27668,659708,442108
2298,-1,3,23,18,413,27919,659457,446291
2299,-1,3,23,19,1756,32067,655309,511316
2300,-1,3,23,20,-326,27098,660278,433894
2301,-1,3,23,21,-4135,30345,657031,489655
2302,-1,3,23,22,949,27027,660349,431483
2303,-1,3,23,23,1759,29967,657409,477713
2304,-1,4,1,0,-3164,25126,662250,405180
2305,-1,4,1,1,-2113,30682,656694,493025
2306,-1,4,1,2,-1817,26007,661369,417929
2307,-1,4,1,3,-2180,31428,655948,505028
2308,-1,4,1,4,-4313,25501,661875,412329
2309,-1,4,1,5,1303,31141,656235,496953
2310,-1,4,1,6,-295,27160,660216,434855
2311,-1,4,1,7,3536,31631,655745,502560
2312,-1,4,1,8,1310,26462,660914,422082
2313,-1,4,1,9,2177,30135,657241,479983
2314,-1,4,1,10,65,25638,661738,410143
2315,-1,4,1,11,2316,29118,658258,463572
2316,-1,4,1,12,-3434,27746,659630,447370
2317,-1,4,1,13,-1292,31658,655718,507820
2318,-1,4,1,14,2272,28177,659199,448560
2319,-1,4,1,15,-1607,28273,659103,453975
2320,-1,4,1,16,1974,25253,662123,402074
2321,-1,4,1,17,325,32706,654670,522971
2322,-1,4,1,18,1370,27337,660039,436022
2323,-1,4,1,19,3866,27974,659402,443718
2324,-1,4,1,20,52,26527,660849,424380
2325,-1,4,1,21,2788,32952,654424,524444
2326,-1,4,1,22,-1298,29191,658185,468354
2327,-1,4,1,23,-1841,29553,657823,474689
2328,-1,4,5,0,-3152,25730,661646,414832
2329,-1,4,5,1,2136,31652,655724,504296
2330,-1,4,5,2,-2848,27340,660036,440288
2331,-1,4,5,3,-802,29321,658055,469938
2332,-1,4,5,4,1242,25674,661702,409542
2333,-1,4,5,5,-5562,31429,655947,508426
2334,-1,4,5,6,312,28974,658402,463272
2335,-1,4,5,7,585,30796,656580,492151
2336,-1,4,5,8,-874,26719,660657,428378
2337,-1,4,5,9,3912,31828,655548,505336
2338,-1,4,5,10,4047,29198,658178,463121
2339,-1,4,5,11,-555,28296,659080,453291
2340,-1,4,5,12,-2008,26212,661164,421400
2341,-1,4,5,13,3501,31050,656326,493299
2342,-1,4,5,14,238,26239,661137,419586
2343,-1,4,5,15,-558,30110,657266,482318
2344,-1,4,5,16,-302,26023,661353,416670
2345,-1,4,5,17,641,31773,655603,507727
2346,-1,4,5,18,-1246,26271,661105,421582
2347,-1,4,5,19,2822,28462,658914,452570
2348,-1,4,5,20,-2481,26257,661119,422593
2349,-1,4,5,21,-1440,31542,655834,506112
2350,-1,4,5,22,-206,25488,661888,408014
2351,-1,4,5,23,2598,30992,656384,493274
2352,-1,4,7,0,-3485,23493,663883,379373
2353,-1,4,7,1,1657,30408,656968,484871
2354,-1,4,7,2,-638,27433,659943,439566
2355,-1,4,7,3,1239,33168,654208,529449
2356,-1,4,7,4,715,24648,662728,393653
2357,-1,4,7,5,2177,30606,656770,487519
2358,-1,4,7,6,-86,28198,659178,451254
2359,-1,4,7,7,-617,30187,657189,483609
2360,-1,4,7,8,-595,25877,661499,414627
2361,-1,4,7,9,-167,29053,658323,465015
2362,-1,4,7,10,250,27442,659934,438822
2363,-1,4,7,11,2079,32080,655296,511201
2364,-1,4,7,12,-2858,28165,659211,453498
2365,-1,4,7,13,2172,30493,656883,485716
2366,-1,4,7,14,2444,28245,659131,449476
2367,-1,4,7,15,-449,29508,657868,472577
2368,-1,4,7,16,-281,26380,660996,422361
2369,-1,4,7,17,-1267,29024,658352,465651
2370,-1,4,7,18,906,27513,659863,439302
2371,-1,4,7,19,785,30857,656519,492927
2372,-1,4,7,20,606,25618,661758,409282
2373,-1,4,7,21,555,31059,656317,496389
2374,-1,4,7,22,-4256,27113,660263,438064
2375,-1,4,7,23,-886,30808,656568,493814
2376,-1,4,11,0,-2967,26637,660739,429159
2377,-1,4,11,1,1000,28665,658711,457640
2378,-1,4,11,2,-3252,28204,659172,454516
2379,-1,4,11,3,-1959,32571,654805,523095
2380,-1,4,11,4,2207,26249,661127,417777
2381,-1,4,11,5,706,29236,658140,467070
2382,-1,4,11,6,-1655,26935,660441,432615
2383,-1,4,11,7,3395,31778,655598,505053
2384,-1,4,11,8,1407,25921,661455,413329
2385,-1,4,11,9,1619,30901,656475,492797
2386,-1,4,11,10,1358,28349,659027,452226
2387,-1,4,11,11,-5086,30610,656766,494846
2388,-1,4,11,12,-2602,24409,662967,393146
2389,-1,4,11,13,3063,31713,655663,504345
2390,-1,4,11,14,-1103,26998,660378,433071
2391,-1,4,11,15,2892,29403,657973,467556
2392,-1,4,11,16,-926,25533,661843,409454
2393,-1,4,11,17,179,30202,657174,483053
2394,-1,4,11,18,1130,29206,658170,466166
2395,-1,4,11,19,1586,29804,657572,475278
2396,-1,4,11,20,-3017,25432,661944,409929
2397,-1,4,11,21,-1440,29926,657450,480256
2398,-1,4,11,22,2142,26252,661124,417890
2399,-1,4,11,23,1323,32442,654934,517749
2400,-1,4,13,0,-2294,26545,660831,427014
2401,-1,4,13,1,-697,32011,655365,512873
2402,-1,4,13,2,-2595,26941,660435,433651
2403,-1,4,13,3,2254,28405,658971,452226
2404,-1,4,13,4,-2014,25493,661883,409902
2405,-1,4,13,5,-1042,33164,654212,531666
2406,-1,4,13,6,-1164,25575,661801,410364
2407,-1,4,13,7,5816,29647,657729,468536
2408,-1,4,13,8,-1709,26666,660710,428365
2409,-1,4,13,9,4716,32559,654817,516228
2410,-1,4,13,10,309,26946,660430,430827
2411,-1,4,13,11,-2375,27716,659660,445831
