reference_index,maximum_centered_score,tie_count,winning_rule_indices
4019,8902,1,1054
4020,8229,1,2254
4021,8042,1,172
4022,10731,1,2674
4023,8732,1,2754
4024,8484,1,2096
4025,7806,1,857
4026,8134,1,2060
4027,8923,1,1345
4028,7742,1,794
4029,8885,1,1832
4030,8343,1,2517
4031,8311,1,697
4032,10015,1,1339
4033,8355,1,582
4034,7811,1,1486
4035,8472,1,1235
4036,9151,1,659
4037,7447,1,2944
4038,8304,1,417
4039,7608,1,117
4040,8586,1,1402
4041,8371,1,863
4042,7726,1,2386
4043,7229,1,2859
4044,7556,1,426
4045,8731,1,1403
4046,9495,1,1291
4047,9707,1,1380
4048,7506,1,293
4049,8294,1,3027
4050,9532,1,1561
4051,9023,1,3034
4052,8499,1,1364
4053,7433,1,2574
4054,7899,1,349
4055,8912,1,1373
4056,7923,1,3050
4057,9343,1,3014
4058,7986,1,1267
4059,9142,1,7
4060,7381,1,2302
4061,9588,1,747
4062,8826,1,131
4063,7870,1,2386
4064,9253,1,1715
4065,7930,1,2631
4066,9093,1,2479
4067,7264,1,2020
4068,8363,1,1433
4069,8569,1,288
4070,8250,1,2659
4071,8448,1,930
4072,9687,1,2927
4073,9125,1,1451
4074,8735,1,1869
4075,8063,1,524
4076,8822,1,757
4077,10236,1,673
4078,7659,1,1496
4079,8675,1,2693
4080,7860,1,2769
4081,9442,1,1941
4082,9662,1,1973
4083,9351,1,347
4084,9391,1,2633
4085,8241,1,2564
4086,8865,1,882
4087,7843,1,321
4088,8855,1,1262
4089,8431,1,1779
4090,8247,1,2753
4091,10709,1,2226
4092,8887,1,1678
4093,8860,1,2677
4094,8419,1,1569
4095,8584,1,2099
4096,8808,1,2329
4097,10632,1,2061
4098,7579,1,1463
4099,8469,1,2855
4100,8737,1,2148
4101,8849,1,1311
4102,8716,1,2754
4103,7688,1,2805
4104,8404,1,339
4105,8425,1,1709
4106,9464,1,800
4107,8417,1,1165
4108,9061,1,3019
4109,8791,1,2842
4110,10108,1,1749
4111,7975,1,1980
4112,8963,1,2691
4113,8694,1,2079
4114,8857,1,2464
4115,7381,1,1237
4116,8279,1,75
4117,7811,1,1064
4118,8422,1,1522
4119,9970,1,1863
4120,8146,1,2064
4121,8075,1,1288
4122,9288,1,534
4123,8216,1,1562
4124,9101,1,1873
4125,8443,1,1263
4126,8314,1,467
4127,8178,1,2690
4128,8540,1,1438
4129,8987,1,2977
4130,9517,1,2651
4131,10360,1,1698
4132,7510,1,2218
4133,9135,1,2363
4134,8468,1,2435
4135,8608,1,1218
4136,7842,1,1397
4137,9423,1,276
4138,11282,1,1221
4139,9038,1,794
4140,9458,1,537
4141,8160,1,1308
4142,7415,1,1868
4143,8415,1,87
4144,8132,1,791
4145,7795,1,2178
4146,9795,1,1839
4147,8440,1,1553
4148,7790,1,1948
4149,8179,1,321
4150,9206,1,1040
4151,10040,1,2817
4152,8056,1,246
4153,8801,1,2085
4154,8040,1,1235
4155,8492,1,1215
4156,8245,1,1098
4157,8514,1,2182
4158,8034,1,2419
4159,9430,1,1194
4160,7812,1,361
4161,9335,1,2878
4162,7077,1,1978
4163,9187,1,887
4164,7500,1,1247
4165,8096,1,325
4166,9424,1,1373
4167,9685,1,2785
4168,8788,1,2430
4169,7124,1,1428
4170,8355,1,2884
4171,8726,1,893
4172,8687,1,3059
4173,9086,1,2331
4174,7381,1,167
4175,10043,1,915
4176,9429,1,2490
4177,7438,1,2761
4178,7867,1,1178
4179,8470,1,27
4180,8954,1,2013
4181,7225,1,1960
4182,8913,1,2645
4183,8460,1,2273
4184,8169,1,513
4185,11073,1,1165
4186,8954,1,2400
4187,8731,1,692
4188,9480,1,971
4189,10636,1,1761
4190,8314,1,2883
4191,7398,1,1538
4192,7401,1,957
4193,9407,1,1129
4194,8742,1,1434
4195,9250,1,565
4196,7318,1,1419
4197,7863,1,2078
4198,8946,1,111
4199,9615,1,951
4200,10296,1,2202
4201,7700,1,2700
4202,8527,1,1809
4203,8467,1,421
4204,10016,1,3035
4205,8637,1,945
4206,9476,1,2989
4207,7698,1,2381
4208,7721,1,520
4209,11018,1,2869
4210,8879,1,133
4211,7828,1,116
4212,9291,1,1263
4213,7606,1,2333
4214,10378,1,397
4215,8675,1,2657
4216,8640,1,1410
4217,7233,1,359
4218,8097,1,625
4219,8185,1,2881
4220,6666,1,994
4221,8050,1,2387
4222,8397,1,152
4223,9198,1,2941
4224,9629,1,2839
4225,9099,1,2196
4226,8336,1,97
4227,8966,1,1003
4228,8563,1,1692
4229,8684,1,1549
4230,8295,1,1591
4231,9786,1,1174
4232,9210,1,493
4233,8474,1,1823
4234,8338,1,861
4235,9450,1,1550
4236,9844,1,1817
4237,8319,1,2195
4238,8639,1,2966
4239,7992,1,2015
4240,10258,1,329
4241,8857,1,2740
4242,9248,1,2735
4243,8496,1,435
4244,9315,1,746
4245,7846,1,1231
4246,8509,1,450
4247,8738,1,47
4248,9701,1,2156
4249,8487,1,2579
4250,8360,1,2805
4251,8339,1,235
4252,8451,1,830
4253,8167,1,2753
4254,9554,1,651
4255,8295,1,1205
4256,8634,1,2631
4257,8122,1,212
4258,8146,1,1199
4259,9185,1,1311
4260,9095,1,828
4261,8217,1,671
4262,8717,1,494
4263,9064,1,2329
4264,8943,1,283
4265,8816,1,1240
4266,8514,1,1971
4267,8218,1,2744
4268,8963,1,9
4269,7232,1,1734
4270,7914,1,842
4271,8326,1,2190
4272,9379,1,1569
4273,8583,1,2457
4274,8842,1,1580
4275,8576,1,2134
4276,8655,1,209
4277,9426,1,2188
4278,8095,1,1869
4279,8811,1,2959
4280,8810,1,12
4281,9417,1,1135
4282,9134,1,3053
4283,9610,1,2565
4284,9050,1,292
4285,9142,1,2499
4286,8075,1,2727
4287,8732,1,594
4288,8327,1,1905
4289,9186,1,1971
4290,9130,1,1921
4291,7608,1,2914
4292,8995,1,802
4293,8035,1,2867
4294,7645,1,213
4295,9319,1,1262
4296,11037,1,213
4297,7656,1,193
4298,7836,1,815
4299,7942,1,7
4300,7772,1,1489
4301,7810,1,395
4302,8975,1,425
4303,9804,1,3062
4304,7843,1,2462
4305,10494,1,2620
4306,9029,1,145
4307,10776,1,860
4308,8330,1,1273
4309,9391,1,1937
4310,10155,1,1528
4311,8864,1,911
4312,8168,1,2189
4313,8752,1,1981
4314,9014,1,1502
4315,7940,1,1984
4316,8685,1,175
4317,7858,1,677
4318,10175,1,3059
4319,8590,1,886
4320,7733,1,2247
4321,8986,1,364
4322,9156,1,1382
4323,8113,1,1992
4324,10677,1,1237
4325,9828,1,866
4326,8818,1,307
4327,8302,1,2386
4328,8567,1,1205
4329,7587,1,746
4330,8251,1,1803
4331,9292,1,2677
4332,8724,1,2702
4333,8717,1,1619
4334,8609,1,1012
4335,8798,1,2405
4336,8292,1,299
4337,10039,1,1291
4338,7922,1,596
4339,9624,1,2729
4340,10391,1,1647
4341,7665,1,2313
4342,8230,1,1928
4343,8194,1,1710
4344,8993,1,1158
4345,7559,1,2623
4346,8153,1,763
4347,7872,1,1218
4348,9366,1,1051
4349,7957,1,303
4350,8532,1,2757
4351,8074,1,1823
4352,7617,1,110
4353,9540,1,889
4354,7923,1,2093
4355,8351,1,1100
4356,8540,1,2428
4357,8645,1,2490
4358,7875,1,887
4359,7506,1,353
4360,8469,1,1458
4361,8172,1,721
4362,9096,1,2202
4363,8789,1,249
4364,8183,1,1897
4365,9035,1,538
4366,7876,1,146
4367,7809,1,354
4368,8264,1,260
4369,7314,1,378
4370,8968,1,2021
4371,8577,1,1072
4372,9042,1,537
4373,8731,1,1304
4374,8673,1,2523
4375,7833,1,1764
4376,8029,1,2220
4377,7797,1,2601
4378,8498,1,2690
4379,10718,1,1465
4380,7967,1,2305
4381,8342,1,1282
4382,10417,1,401
4383,8110,1,225
4384,9674,1,1877
4385,9239,1,2165
4386,8099,1,790
4387,10593,1,1093
4388,8561,1,1733
4389,8148,1,2501
4390,9272,1,2729
4391,7846,1,1084
4392,9004,1,848
4393,8052,1,1428
4394,8187,1,2373
4395,7912,1,2015
4396,8014,1,1738
4397,8356,1,1140
4398,8034,1,307
4399,10204,1,1500
4400,8388,1,2317
4401,9004,1,1183
4402,7434,1,603
4403,8520,1,371
4404,8112,1,2179
4405,7935,1,1640
4406,8072,1,1622
4407,7974,1,2825
4408,8073,1,1650
4409,8275,1,919
4410,8809,1,2471
4411,9596,1,899
4412,9053,1,687
4413,7854,1,3070
4414,8239,1,209
4415,8664,1,977
4416,8242,1,565
4417,7708,1,221
4418,7441,1,453
4419,9927,1,2900
4420,7815,1,2715
4421,9700,1,2324
4422,7931,1,295
4423,8232,1,37
4424,8304,1,1613
4425,10068,1,969
4426,8923,1,289
4427,9043,1,2115
4428,8601,1,1135
4429,9621,1,296
4430,8765,1,391
4431,8698,1,2621
4432,9747,1,243
4433,9025,1,1165
4434,9362,1,2089
4435,8863,1,219
4436,9918,1,2948
4437,8691,1,606
4438,8368,1,479
4439,7712,1,179
4440,10878,1,2417
4441,7932,1,899
4442,8498,1,1121
4443,8399,1,1052
4444,9558,1,2973
4445,7805,1,1224
4446,9702,1,1427
4447,11635,1,321
4448,7687,1,1390
4449,9456,1,2397
4450,8099,1,439
4451,7808,1,803
4452,9087,1,1881
4453,8555,1,1603
4454,9119,1,2633
4455,7807,1,1129
4456,8334,1,1811
4457,9041,1,625
4458,9533,1,1461
4459,9231,1,940
4460,8449,1,1588
4461,8341,1,2717
4462,9287,1,2005
4463,9658,1,1539
4464,7534,1,2617
4465,9083,1,1138
4466,8198,1,2333
4467,8631,1,864
4468,9202,1,2104
4469,9001,1,1650
4470,8574,1,602
4471,7871,1,1809
4472,8630,1,1084
4473,8251,1,2771
4474,8002,1,2354
4475,9675,1,2959
4476,8838,1,2053
4477,8010,1,1760
4478,10513,1,1127
4479,9533,1,2555
4480,8951,1,675
4481,9008,1,685
4482,8035,1,1272
4483,9956,1,711
4484,8082,1,2035
4485,9035,1,1493
4486,7792,1,1911
4487,8182,1,592
4488,8310,1,356
4489,9143,1,1077
4490,7993,1,2001
4491,8545,1,2669
4492,8801,1,2243
4493,7931,1,1217
4494,8511,1,2367
4495,9091,1,2658
4496,8918,1,2556
4497,8932,1,2435
4498,7312,1,611
4499,9480,1,989
4500,10198,1,7
4501,8221,1,1913
4502,8658,1,502
4503,8699,1,478
4504,8828,1,1287
4505,11106,1,991
4506,9401,1,2783
4507,8320,1,1861
4508,9349,1,2521
4509,7726,1,3021
4510,7143,1,2071
4511,8191,1,3059
4512,9600,1,1308
4513,8236,1,1409
4514,8272,1,387
4515,8052,1,854
4516,8218,1,1550
4517,8103,1,2150
4518,8049,1,239
4519,9315,1,2693
4520,9339,1,3051
4521,9978,1,1691
4522,8863,1,2168
4523,8312,1,2334
4524,8757,1,2479
4525,9163,1,459
4526,8208,1,2548
4527,8517,1,2785
4528,8381,1,1480
4529,9115,1,1147
4530,10809,1,2740
4531,8658,1,318
4532,9024,1,1313
4533,7123,1,1888
4534,8004,1,722
4535,8405,1,1048
4536,8310,1,1384
4537,9643,1,2081
4538,9846,1,2777
4539,8370,1,634
4540,7711,1,2456
4541,9170,1,1109
4542,7767,1,2165
4543,7271,1,1997
4544,9239,1,1291
4545,8961,1,174
4546,9171,1,2622
4547,8043,1,1404
4548,10134,1,2181
4549,8441,1,695
4550,8081,1,1070
4551,7594,1,1375
4552,7719,1,1903
4553,9351,1,631
4554,10941,1,90
4555,10272,1,485
4556,7823,1,1573
4557,7698,1,2344
4558,7640,1,1442
4559,8838,1,2069
4560,8884,1,445
4561,9959,1,2900
4562,9095,1,1317
4563,8037,1,2166
4564,9160,1,2930
4565,8054,1,2910
4566,8458,1,2960
4567,9661,1,494
4568,9145,1,1092
4569,8604,1,1111
4570,8952,1,2015
4571,8597,1,982
4572,8871,1,1445
4573,8963,1,2115
4574,7630,1,2386
4575,7816,1,78
4576,8859,1,881
4577,9969,1,2716
4578,8625,1,1891
4579,7267,1,38
4580,8845,1,2935
4581,8476,1,1247
4582,9765,1,1566
4583,9010,1,1941
4584,8706,1,3054
4585,9211,1,287
4586,8146,1,565
4587,10067,1,454
4588,9837,1,42
4589,8119,1,2092
4590,9226,1,503
4591,9662,1,2941
4592,9538,1,395
4593,8348,1,1605
4594,8243,1,1755
4595,7658,1,1757
4596,8809,1,2577
4597,7955,1,887
4598,8783,1,2738
4599,8819,1,2059
4600,9727,1,1881
4601,9007,1,2338
4602,7655,1,346
4603,7845,1,799
4604,7935,1,1519
4605,8493,1,720
4606,8187,1,1217
4607,7819,1,1879
4608,9113,1,2870
4609,8374,1,2741
4610,10392,1,1235
4611,8010,1,379
4612,7917,1,2051
4613,8799,1,1869
4614,9186,1,991
4615,8363,1,2543
4616,8829,1,2553
4617,8698,1,1855
4618,7779,1,746
4619,7744,1,1595
4620,7760,1,2047
4621,8729,1,99
4622,8435,1,1942
4623,9856,1,1001
4624,8205,1,372
4625,8766,1,2186
4626,8559,1,2327
4627,10297,1,2904
4628,8356,1,2702
4629,9257,1,695
4630,7148,1,1111
4631,8708,1,758
4632,8714,1,364
4633,8074,1,3018
4634,7924,1,2439
4635,8385,1,2085
4636,8824,1,993
4637,8928,1,1226
4638,8406,1,2503
4639,9552,1,97
4640,11044,1,2017
4641,8961,1,2238
4642,8772,1,2435
4643,9365,1,342
4644,9649,1,1551
4645,8950,1,1419
4646,10358,1,412
4647,7423,1,1100
4648,8070,1,2853
4649,8046,1,1340
4650,8424,1,1518
4651,8880,1,668
4652,8199,1,2078
4653,8146,1,206
4654,8438,1,2053
4655,12778,1,2073
4656,9248,1,2912
4657,7811,1,2012
4658,9766,1,241
4659,8108,1,1489
4660,8665,1,2019
4661,7293,1,1415
4662,8433,1,2986
4663,8000,1,1373
4664,8721,1,2873
4665,9597,1,2237
4666,9115,1,2373
4667,7917,1,2972
4668,8586,1,842
4669,9271,1,2772
4670,8194,1,543
4671,8692,1,2501
4672,9089,1,1202
4673,7500,1,1111
4674,10157,1,42
4675,9134,1,2641
4676,7250,1,2110
4677,7934,1,120
4678,9710,1,744
4679,7897,1,3022
4680,7074,1,522
4681,8766,1,2031
4682,8819,1,245
4683,9136,1,1753
4684,8639,1,951
4685,8242,1,2046
4686,9862,1,2060
4687,7353,1,1727
4688,8727,1,2888
4689,8600,1,1235
4690,7545,1,1222
4691,7735,1,2878
4692,7949,1,2251
4693,7766,1,2825
4694,8134,1,1003
4695,7258,1,2801
4696,7970,1,2690
4697,7977,1,1089
4698,7786,1,503
4699,8082,1,2778
4700,9294,1,1260
4701,8879,1,1573
4702,7938,1,2387
4703,8379,1,2399
4704,8851,1,831
4705,7971,1,439
4706,9135,1,2584
4707,7089,1,1359
4708,7681,1,2986
4709,9221,1,657
4710,9931,1,2619
4711,9473,1,1629
4712,10811,1,826
4713,9504,1,955
4714,7779,1,1023
4715,7772,1,406
4716,7952,1,1998
4717,8408,1,123
4718,8143,1,105
4719,9004,1,1247
4720,7996,1,2025
4721,8606,1,118
4722,8199,1,926
4723,8293,1,1716
4724,9954,1,656
4725,8793,1,2143
4726,8636,1,1549
4727,8362,1,2013
4728,8771,1,870
4729,9707,1,2619
4730,7453,1,81
4731,8129,1,1589
4732,8964,1,581
4733,7558,1,1626
4734,8810,1,3018
4735,9758,1,2617
4736,9778,1,293
4737,10749,1,2632
4738,8340,1,1984
4739,7585,1,1844
4740,7576,1,2334
4741,7960,1,1533
4742,7484,1,222
4743,9446,1,2889
4744,8630,1,1194
4745,8119,1,1906
4746,8023,1,2772
4747,8923,1,1223
4748,8228,1,1228
4749,8042,1,1539
4750,8421,1,2521
4751,8735,1,2458
4752,8819,1,235
4753,8127,1,1864
4754,10479,1,3
4755,8301,1,2455
4756,8319,1,105
4757,8163,1,2241
4758,7917,1,64
4759,8815,1,2913
4760,8363,1,376
4761,8065,1,401
4762,8661,1,2483
4763,9778,1,772
4764,7785,1,927
4765,8737,1,827
4766,9448,1,2805
4767,8746,1,2323
4768,8773,1,2153
4769,9681,1,2238
4770,7633,1,2446
4771,8561,1,1665
4772,8955,1,1775
4773,8410,1,1567
4774,9578,1,2509
4775,7606,1,3047
4776,7595,1,809
4777,7424,1,1998
4778,7858,1,170
4779,10433,1,2984
4780,8176,1,310
4781,9596,1,1207
4782,8744,1,1949
4783,8255,1,838
4784,7244,1,2045
4785,9776,1,930
4786,8704,1,2047
4787,8167,1,864
4788,8130,1,823
4789,9897,1,2531
4790,8049,1,2138
4791,9469,1,1619
4792,9138,1,2089
4793,9323,1,1975
4794,7931,1,959
4795,8878,1,1113
4796,11331,1,887
4797,7749,1,2603
4798,8802,1,2690
4799,8272,1,835
4800,7995,1,30
4801,8742,1,501
4802,8625,1,2515
4803,9221,1,707
4804,8158,1,2326
4805,8734,1,1811
4806,7427,1,2943
4807,9284,1,669
4808,8326,1,2264
4809,8015,1,1432
4810,8631,1,1729
4811,8094,1,258
4812,8842,1,131
4813,9982,1,2496
4814,8138,1,2394
4815,9660,1,1429
4816,8015,1,1955
4817,7413,1,2497
4818,11181,1,1873
4819,8011,1,1178
4820,8825,1,2000
4821,8219,1,2781
4822,9372,1,785
4823,7959,1,2878
4824,8273,1,1925
4825,8237,1,568
4826,8305,1,2445
4827,7991,1,2933
4828,9312,1,413
4829,8377,1,2056
4830,9665,1,252
4831,8246,1,699
4832,9438,1,2186
4833,9050,1,1921
4834,7804,1,1513
4835,8271,1,1457
4836,8021,1,476
4837,11072,1,930
4838,8143,1,3059
4839,9801,1,927
4840,10672,1,1226
4841,9319,1,2309
4842,7820,1,2988
4843,7502,1,2095
4844,8034,1,1109
4845,8065,1,1311
4846,8681,1,365
4847,9244,1,1429
4848,9266,1,1941
4849,9616,1,2538
4850,7702,1,2597
4851,8529,1,1665
4852,7878,1,309
4853,8801,1,2616
4854,9611,1,1304
4855,9268,1,2769
4856,9263,1,1640
4857,7637,1,1102
4858,7773,1,1947
4859,7695,1,891
4860,8367,1,1100
4861,8478,1,258
4862,9486,1,1706
4863,7871,1,2168
4864,7907,1,535
4865,8471,1,3013
4866,7768,1,2493
4867,9600,1,413
4868,7949,1,1741
4869,8554,1,2937
4870,9547,1,1991
4871,8413,1,1958
4872,8816,1,835
4873,8004,1,775
4874,9030,1,773
4875,8824,1,2493
4876,7619,1,1755
4877,9280,1,911
4878,7712,1,413
4879,9424,1,51
4880,7843,1,887
4881,8837,1,1029
4882,8071,1,347
4883,8329,1,833
4884,8775,1,1617
4885,7778,1,2395
4886,7275,1,1065
4887,9423,1,2913
4888,9222,1,178
4889,8089,1,1341
4890,9123,1,1661
4891,8936,1,2649
4892,8783,1,1100
4893,8821,1,1110
4894,8055,1,1205
4895,8446,1,877
4896,8445,1,2799
4897,8172,1,1331
4898,9296,1,1988
4899,10645,1,108
4900,8080,1,985
4901,8496,1,1308
4902,7898,1,1053
4903,9031,1,654
4904,10281,1,957
4905,8175,1,2338
4906,7718,1,2079
4907,9889,1,2585
4908,8566,1,1356
4909,9194,1,1757
4910,9763,1,2241
4911,8010,1,143
4912,8151,1,1156
4913,9407,1,2168
4914,7852,1,1814
4915,9277,1,415
4916,9998,1,187
4917,8080,1,615
4918,9140,1,841
4919,8592,1,2259
4920,9159,1,1575
4921,7450,1,2121
4922,8182,1,757
4923,10608,1,2020
4924,8707,1,2115
4925,8697,1,509
4926,8411,1,72
4927,8237,1,1598
4928,8529,1,1690
4929,7750,1,7
4930,8258,1,1730
4931,8618,1,1671
4932,7545,1,686
4933,8549,1,2689
4934,8776,1,2971
4935,8394,1,1599
4936,8263,1,976
4937,9361,1,612
4938,9235,1,883
4939,8314,1,2394
4940,8240,1,2735
4941,9323,1,826
4942,8505,1,49
4943,10037,1,2521
4944,8413,1,922
4945,9223,1,1205
4946,9274,1,1305
4947,8317,1,152
4948,8042,1,1921
4949,9133,1,529
4950,9543,1,631
4951,8164,1,2535
4952,8565,1,2521
4953,8367,1,1555
4954,8370,1,1802
4955,7338,1,2227
4956,7795,1,1087
4957,7858,1,1641
4958,7595,1,1950
4959,7748,1,2435
4960,8808,1,2495
4961,10450,1,2778
4962,8960,1,1373
4963,7724,1,725
4964,8350,1,2641
4965,8152,1,2015
4966,8362,1,641
4967,8124,1,834
4968,10267,1,1950
4969,8400,1,1034
4970,8845,1,1038
4971,8936,1,1133
4972,8333,1,163
4973,8744,1,1553
4974,8590,1,886
4975,8641,1,2063
4976,9677,1,1150
4977,8959,1,219
4978,8679,1,1584
4979,8859,1,1496
4980,9005,1,1751
4981,8124,1,725
4982,9757,1,2431
4983,10485,1,1315
4984,8061,1,2360
4985,9302,1,338
4986,8902,1,1356
4987,8095,1,57
4988,8139,1,2477
4989,8366,1,744
4990,8476,1,980
4991,7940,1,2297
4992,7766,1,2863
4993,8624,1,984
4994,8011,1,1455
4995,9201,1,2669
4996,8397,1,1951
4997,9082,1,1053
4998,8300,1,1765
